Country,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2019.1,2008-18,2019.2,Unnamed: 59,Unnamed: 60
Trinidad & Tobago,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.035,0.029,0.025,0.023,0.019,0.023,0.029,0.029,0.026000000000000002,0.019,0.018000000000000002,0.016,0.013000000000000001,0.017,0.026000000000000002,0.031,0.027,0.026000000000000002,0.031,0.025,0.03,0.028,0.032,0.033,0.017,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.020127,0.029635,0.026965000000000003,0.013498,0.025175,0.024339,0.028686000000000003,0.021880999999999998,0.02313,0.022535,0.004004,0.004004,0.004004,0.004004,0.004488000000000001,0.005151,0.005151,0.005151,0.004669990925118327,0.004669990925118327,-0.0036870135190494313,-0.15297346273644608,1.6645736818675456e-06,0.0,0.0
Venezuela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00246,0.00298,0.00522,0.005347317073170732,0.00674780487804878,0.010044878048780488,0.010035508338020782,0.0100080889163322,0.008896079028454613,0.15969844863913327,16.8853670016991,0.0,5.69229874109534e-05,0.0,0.0
Central America,0.0,0.0,0.0,0.0,0.0,0.0,0.107,0.14100000000000001,0.11700000000000002,0.15600000000000003,0.338,0.7240000000000001,0.6990000000000001,0.752,0.6420000000000001,0.6821052631578949,1.1091052631578948,1.1981052631578946,1.0261052631578949,1.237105263157895,0.93699,0.86075,0.9105160000000001,0.883962,1.171867,1.2207556315789474,1.3350639157894737,1.8216531736842105,1.7220100210526317,1.6930572210526318,1.750838894736842,1.762015658487905,1.926544834157895,1.6785293609942105,2.513357517038421,2.980610943495169,3.2327683982982713,3.5807644339355305,3.776653619503695,3.975849573296662,4.19897395219485,4.568001844027468,4.996865938787647,5.117881532554935,5.716947236305389,6.551515717808583,6.843832847690711,8.098261625324962,8.78765016204357,10.042731979463674,11.860808537248834,13.362357939941926,13.317061319028369,15.693238572085619,16.735406842155914,0.06247688100150817,0.11184746800769707,0.005965175999585683,0.0,0.0
Other Caribbean,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.831,0.978,0.9840000000000001,1.012,1.103,1.193,1.3390000000000002,1.2890000000000001,1.292,1.308,1.4060000000000001,1.515,1.2890000000000001,1.209,1.2660000000000002,1.304,1.422,1.3889999999999998,1.603842105263158,1.3678421052631577,1.47,1.0657171717171716,1.1387777777777777,0.9587777777777778,1.2295367169590643,1.187021527979798,1.0495986328888889,1.2286559098001062,1.3751801359347935,1.3173306835373917,1.2442715961319966,1.030156150414559,1.148638616749352,0.8702659560194904,0.8838284138956296,1.0052062572014633,1.0957066897780647,1.1697278165200196,1.1512806350053908,1.3129818827939352,1.8995061640028548,2.377890876871363,2.4505133418830334,2.7420411751428126,2.9075039800293463,3.3178620926316036,3.455804472974986,4.364744090992396,0.258361476909053,0.11498355372652602,0.001555771361968703,0.0,0.0
Other South America,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.059000000000000004,0.061000000000000006,0.066,0.063,0.072,0.074,0.056,0.07900000000000001,0.08400000000000002,0.089,0.091,0.075,0.08,0.095,0.097,0.11,0.10700000000000001,0.095,0.111,0.11189473684210527,0.12384210526315789,0.13357894736842105,0.11984210526315789,0.12163157894736841,0.11957894736842106,0.11578947368421053,0.12878947368421054,0.13478947368421051,0.18674400000000002,0.18876400000000002,0.19079100000000002,0.18982100000000002,0.181194,0.178426,0.186544,0.2979489999046325,1.0681020000953674,1.1842320000953674,1.378430060423048,1.4916775041409351,1.721593245794367,1.9642214220909204,3.202025559895408,5.14437709335778,6.176355065677748,7.1271438876255635,8.331878563484311,8.488977573251079,0.015098639968496697,0.22066360762288784,0.0030258150135569132,0.0,0.0
Total S. & Cent. America,0.0,0.0,0.0,0.0,0.0,0.5622324912536445,2.144259863702624,2.130923339427438,2.2658428094023324,2.3782194714285714,2.864100216509434,3.3525405165451887,3.6737005703167114,4.074080737087912,4.372413163392858,4.392865093602147,4.871450638157897,5.506492203595681,6.340874997211051,6.166176942469741,6.059437202877946,6.250761344674768,6.704370138033189,6.637861841445374,6.944406246406063,8.305423520572264,8.374013724707407,10.69272151139807,10.288681576140442,10.84019079046504,11.071581197718434,12.615256443100922,13.471130884034608,12.701089682734946,15.004667324338604,15.160468403233123,16.80540368208947,18.72449088269899,20.458295628275195,21.560106281171272,22.91279767546183,24.902337639014956,30.587699135536063,34.87155424328715,39.18560119914782,51.04486837365619,54.2371809109977,64.3278843853033,73.98354656812182,88.88383902639725,107.52003989719643,126.21573060810266,142.8051419794743,161.91552215973985,184.1482813018513,0.13311757669643076,0.15894998603080746,0.06563789684632768,0.0,0.0
Austria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.287501,0.9058160000000001,1.0469600000000001,1.1044500000000002,1.142485,1.225832,1.3291639999998917,1.3621110000000032,1.211555,1.859221,1.595444,1.7333889999999998,1.889777,1.6499118188815172,1.59827932,1.8448119999999995,1.7324439999999999,2.092921,3.00173,3.7894494704230164,5.0126824150303095,6.123030213990791,6.343681459707769,6.280936615531665,6.616156957024383,6.6270583293050676,7.407548569752252,8.363487271260293,8.967310230233155,10.280987628814271,11.022081311860749,12.761415572,12.321650044000002,13.573681091833,0.0975506281911851,0.06222306357567553,0.004838209040193339,0.0,0.0
Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116,0.108,0.083,0.057,0.247,0.26,0.315,0.3,0.291,0.046,0.022,0.024,0.053,0.11900000000000001,0.14800000000000002,0.188,0.198,0.28900000000000003,0.307,0.276,0.253,0.254,0.33,0.322,0.28300000000000003,0.37,0.509,0.5840000000000001,0.634,0.778,0.945,1.1799999999999997,1.818,2.593,3.097,4.008,5.111000000000001,6.182428000000001,8.180934,10.101092999999999,11.29262,11.974700000000002,14.1939,13.9828,15.598099999999999,16.8373,18.60598244515918,0.10097117330858718,0.14740688169681038,0.006631924815296464,0.0,0.0
Bulgaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.02,0.04700000000000001,0.138,0.248,0.7310000000000001,1.018,2.101,2.8467130000000003,2.783792,3.105185,3.164614,3.30301,4.153226,4.291894060508301,0.029577920653698797,0.3971197254063603,0.0015298046640860946,0.0,0.0
Croatia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.019,0.006,0.005,0.01,0.002,0.005,0.002,0.001,0.0,0.0,0.0,0.006,0.024,0.03,0.042,0.061,0.079016464,0.172016464,0.256016464,0.42500000000000004,0.653293959,0.9299999999999999,1.119,1.5110000000000001,1.8083,2.0804,2.3740613096892833,0.13694871829715738,0.41470105556180736,0.000846211489190131,0.0,0.0
Cyprus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000755,0.000921,0.001512,0.003489,0.015356000000000002,0.031356,0.07300000000000001,0.178,0.257,0.327,0.318,0.399752,0.424659,0.43522000000000005,0.46380000000000005,0.51372,0.10354874388743829,0.39761721263838634,0.00018311058962653737,0.0,0.0
Czech Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.221,0.30900000000000005,0.405,0.292,0.494,0.587,0.683,0.517,0.5142,0.4956,0.4939,0.590831,0.6696599999999999,0.9619200000000001,1.314171,1.714124,2.238894,3.097441,5.220129,5.951819,6.543969,7.260473,7.6280850000000004,7.394550000000001,7.7489729999999994,7.776186,7.906700000000001,0.013034910714447179,0.15625977425179638,0.002818267731449317,0.0,0.0
Denmark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.006,0.010499999999999999,0.010499999999999999,0.018499999999999996,0.0601,0.0662,0.0874,0.17660000000000003,0.23479999999999998,0.37170000000000003,0.5544,0.8203,1.0951,1.4364,1.7622,1.7103997093736998,1.8241404554852436,2.059244301068392,2.910186848607189,3.8984569760154164,4.348789530163458,5.542005559668148,5.818778653845485,6.7573409751567315,8.055654317172436,9.495704742118084,9.79041057660148,9.180121565051376,10.27875824847914,10.070993491504373,10.044507591993398,12.409513888888888,14.164338888888889,14.819805555555554,15.954319444444444,17.975872222222222,18.937852777777778,18.43849166666667,21.89921388888889,20.898404054407774,23.560956499000913,0.12324782661651801,0.06926919982322022,0.008398078012725326,0.0,0.0
Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.005,0.008,0.012,0.012,0.013,0.011,0.028399999999999998,0.032100000000000004,0.0386,0.0869,0.11430000000000001,0.127,0.171,0.5091,1.0191,1.1512,1.4352999999999998,1.1974,1.3471,1.5,1.4891,2.4195775147391436,1.8994835866506101,1.9375081024519765,0.016257522545278125,0.264581779428833,0.0006906062661492154,0.0,0.0
Finland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.156499999999999,5.0001,4.953,5.963100000000001,6.473,6.6196,5.901,7.9088,9.3573,8.4134,8.666726315789475,8.283089473684209,8.997321052631577,9.386000000000001,10.493647368421051,9.650373684210525,10.91273157894737,10.1202,10.655663157894736,9.024478947368422,11.279210526315788,11.669542105263158,11.601263157894735,12.722831578947368,12.822463157894736,13.6567,14.512415789473682,16.0852,18.113100000000003,18.3585,0.009811239506794855,0.04815185363981134,0.006543712060380723,0.0,0.0
France,0.0,0.39,0.605,0.926,1.067,1.3702458,1.3918224,1.5151953,1.5500864,1.5770592,1.4158849,1.3329,1.3745814,1.4183881,1.4840102000000002,1.4710235,1.4921525,1.52734,1.5587000000000002,1.6223,1.65215,1.6628,1.7506,1.77325,1.84145,1.913271526,2.102489604,2.1359776040000003,1.97808518,2.1635825,2.3357542000000002,2.4330805,2.6895352000000003,2.6765857,2.89449193,3.03922325,3.4711605,3.80910345,4.1127673,4.385447984,4.84450076,6.03490605,8.304,10.171999999999999,12.664,15.482,19.61,24.321,26.156,28.98,34.964,37.199,41.4745695695992,46.9243012574016,54.9061316805991,0.1657859694220878,0.1581961657345965,0.01957076646061435,0.0,0.0
Germany,0.0,0.0,0.0,0.0,0.0,0.9200201613000001,1.001028226,1.01874874,1.0531048390000002,1.07625,1.124710181,1.277685232,1.246583921,1.317465978,1.443317792,1.96625378,1.804237651,1.798813004,1.540238155,1.642944808,1.644029738,1.596569556,1.447849294,1.645881804,1.775267893,1.507,1.572,1.8370000000000002,2.238,2.791,3.5170000000000003,4.1419999999999995,5.257,7.78,9.142999999999999,14.303999999999998,15.799000000000001,21.996000000000002,27.866999999999997,36.5372,42.8652,51.630399999999995,67.15140000000001,72.8036,76.1358,84.2277,106.36580000000001,121.28840000000001,129.34,142.938,169.809,169.125,196.18800000000002,206.78300000000002,224.101,0.07975383171424877,0.10336492563597766,0.07987866200633935,0.0,0.0
Greece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.002,0.009000000000000001,0.04800000000000001,0.038,0.03500000000000001,0.036000000000000004,0.037,0.073,0.163,0.451,0.835,0.777,1.126,1.245,1.389,1.8140000000000003,2.003,2.4379999999999997,2.811,3.062,4.132,5.748,8.003,7.7010000000000005,8.752,9.350000000000001,9.838492,10.404981,11.559133422975211,0.10682708039315081,0.14922148219540698,0.004120142756078809,0.0,0.0
Hungary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.024,0.046,0.039,0.045,0.056,0.05,0.053,0.06,0.065,0.065,0.07100000000000001,0.043000000000000003,0.165,0.731,1.6680000000000001,1.307,1.673,2.1439999999999997,2.667,2.825,2.4859999999999998,2.434181,2.5749049999999998,2.84954,2.995,2.999,3.261,3.519,4.256,0.20497529709091378,0.04448552369253678,0.0015170105688907243,0.0,0.0
Iceland,0.0,0.0,0.0,0.0,0.001904,0.012091000000000001,0.012033,0.021664000000000003,0.0242,0.005751,0.018347000000000002,0.019012,0.016126,0.018285,0.045630000000000004,0.04467200000000001,0.12313299999999999,0.15896800000000005,0.171714,0.173233,0.17123299999999997,0.212339,0.234136,0.24560800000000002,0.25750799999999996,0.28291000000000005,0.26702499999999996,0.229769,0.25427200000000005,0.258365,0.288177,0.343134288,0.37307241,0.652658067,1.135673,1.3226630000000001,1.4508629999999998,1.4304200153020006,1.4046782756394998,1.48238277502431,1.6590298229999998,2.63259802256,3.5806526811578947,4.037937016578947,4.55308681,4.4653225690000005,4.701470946000001,5.20950492,5.2504766730000005,5.2467503440000005,5.013876414,5.076489361,5.177725551,6.014196999999999,6.025126383365288,-0.0018764498509379335,0.034391129289004674,0.0021475987787752553,0.0,0.0
Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050009,0.0150027,0.01900342,0.01600288,0.041007379999999996,0.13102358,0.25404572000000003,0.27805004,0.33906102,0.43107757999999996,0.46908441999999995,0.5400971999999999,0.76413752,1.2423955909599997,1.750788985302,2.128760892970409,2.6193683240687093,3.2075279266914234,3.1306980027393854,4.717742022012327,4.451172602590691,5.02398300542508,5.678181849300972,7.0520390335630925,6.835342642270538,8.185376,9.500481,10.608654561018101,0.11252686134867274,0.1306752319230473,0.003781353639749823,0.0,0.0
Italy,2.676,3.351,3.4749999999999996,3.617,3.8120000000000003,4.228,4.209,3.807,3.8449999999999998,4.245,3.986,3.8120000000000003,3.73,3.811,3.825,3.96,3.4690000000000003,3.521,3.393,3.472,3.212,3.5010000000000003,3.693,3.787,3.2010202020202017,3.2769191919191925,3.299878787878788,3.566919191919192,3.7978383838383842,3.581717171717172,3.6756363636363636,4.184666666666667,4.603000000000001,5.257000000000001,5.950000000000001,6.68,7.5360000000000005,8.797,10.196,11.533000000000001,12.372,13.641000000000002,14.899999999999999,16.54,20.1187,25.8476,37.1388,50.34740000000001,59.234899999999996,62.13340000000001,63.3668,65.5902,67.69900000000001,65.62819999999999,67.622,0.026581207039273247,0.1408760817741881,0.024103216327426825,0.0,0.0
Latvia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.002,0.005,0.006,0.020999999999999998,0.07200000000000001,0.087,0.08900000000000001,0.089,0.095,0.10300000000000001,0.096,0.115,0.1912,0.39620000000000005,0.6212,0.7702,0.9162,0.9533820000000001,1.08108,1.0670260000000003,1.1315760914334432,0.05658527073051167,0.2557892305142828,0.00040333949487983786,0.0,0.0
Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.007,0.0072,0.0088,0.0387,0.1601,0.2001,0.25970000000000004,0.371,0.6321,0.7604,1.0045,1.1119,1.3301,1.6347,1.9339,1.695,2.093,0.2302555048404895,0.23076528479699898,0.0007460298685827741,0.0,0.0
Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013000000000000001,0.015,0.016,0.015,0.018000000000000002,0.018000000000000002,0.017,0.019,0.018000000000000002,0.017,0.022,0.023,0.019,0.012505,0.013976,0.01177,0.014712,0.01508,0.019493,0.015448,0.019919,0.028068,0.03685000000000001,0.047134999999999996,0.049658999999999995,0.051553,0.061717999999999995,0.091173,0.11611199999999999,0.134316,0.14785399999999999,0.150268,0.161973,0.16037099999999999,0.18277300000000002,0.209754,0.250976,0.28984200000000004,0.33153299999999997,0.341792,0.5146660000000001,0.591702,0.6683444026384497,0.12536413226681775,0.14000466803747935,0.0002382249817813642,0.0,0.0
Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.803,0.872,0.867,1.211,1.106,1.024,1.085,0.265,0.231,0.017,0.441,0.554,0.7040000000000001,0.851,0.923,0.7260000000000001,0.838,0.9,1.038,1.1770100000000001,1.335,1.7550000000000001,1.9400000000000002,2.233781,2.438608,2.849904,3.196094,3.8697920000000003,3.8962740000000005,5.225046,7.377918,7.963223,7.498994000000001,9.380115,10.738776999999999,11.110555999999999,12.284074,12.439186999999999,12.097048000000001,11.595278,13.601382,14.634462,17.372496,18.811968,22.280461000000003,0.18001012116767057,0.06562790207943414,0.00794165761671936,0.0,0.0
North Macedonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6e-05,0.001173,0.002836,0.009051,0.08501500000000001,0.163586,0.169216,0.185782,0.174176,0.180136,0.030405085274277432,0.0,6.42077574806625e-05,0.0,0.0
